code,name,date,headline,article
AAPL,Apple Inc,20181214,Apple to push software update in China as Qualcomm case threatens sales ban ,SHANGHAI/SAN FRANCISCO Apple Inc  facing a court ban in China on some of its iPhone models over alleged infringement of Qualcomm Inc patents  said on Friday it will push software updates to users in a bid to resolve potential issues.
AAPL,Apple Inc,20181213,Apple plans new $1 billion campus for Austin  Texas ,Apple Inc  said on Thursday it would spend $1 billion to build a second campus in Austin  Texas  that will house up to 15 000 workers as part of a broader push by U.S. companies to create more domestic jobs. | Video 
AAPL,Apple Inc,20181211,Apple launches payments service in Germany following delay ,FRANKFURT Apple has launched its mobile payments service in Germany  four years after its start in the United States and trailing Google  which started its payments app in the country in June.
AAPL,Apple Inc,20181210,Deep losses leave Big Tech with small earnings multiples ,SAN FRANCISCO Deep losses in Amazon Inc  Apple Inc  Facebook Inc and Alphabet Inc have left the former tech favorites at their lowest earnings multiples in years  offering potential bargains to cold-blooded investors looking to buy stocks at a time of heightened fear.
AAPL,Apple Inc,20181206,UPDATE 2-Apple supplier Lumentum gets China approval for Oclaro deal ,Dec 6 Lumentum Holdings Inc  seen by analysts as a parts supplier for Apple Inc's Face ID technology  said on Thursday it received antitrust clearance from China for its $1.7 billion acquisition of Oclaro Inc .
AAPL,Apple Inc,20181205,UPDATE 1-Apple assembler Foxconn considering iPhone factory in Vietnam -state media ,HANOI  Dec 4 Foxconn  the world's biggest electronics contract manufacturer and a key Apple Inc supplier  is considering setting up a factory in Vietnam to mitigate any impact of an ongoing trade war between the United States and China  Vietnamese state media reported.
AAPL,Apple Inc,20181128,Apple's iPhone XR is company's best-selling model  executive says ,Apple Inc's iPhone XR has been the company's best-selling iPhone model every day since it went on sale in mid-October  a company executive told Reuters on Wednesday.
AAPL,Apple Inc,20181125,How much for that app? U.S. top court hears Apple antitrust dispute ,WASHINGTON When iPhone users want to edit blemishes out of their selfies  identify stars and constellations or simply join the latest video game craze  they turn to Apple Inc's App Store  where any software application they buy also includes a 30 percent cut for Apple.
AAPL,Apple Inc,20181122,Top Japanese wireless carriers plan to cut iPhone XR price: WSJ ,Major Japanese wireless carriers are planning to cut the price of Apple Inc's iPhone XR as early as next week  the Wall Street Journal reported on Thursday  citing people familiar with the matter.
AAPL,Apple Inc,20181121,Apple supplier Foxconn seeks to cut costs in 2019: Bloomberg ,"Apple Inc's biggest iPhone assembler Foxconn aims to cut 20 billion yuan ($2.88 billion) from expenses in 2019 as the company faces ""a very difficult and competitive year""  Bloomberg reported on Wednesday  citing an internal memo."
AAPL,Apple Inc,20181120,Best Buy boosts profit forecast  cautious on holiday earnings ,Best Buy Co Inc  raised its full-year earnings forecast on Tuesday  as the largest U.S. consumer tech retailer sold more mobile phones and home theater systems  but stayed cautious on its outlook for the holiday shopping season.
AAPL,Apple Inc,20181119,Apple  trade woes sink stocks; growth worries drag on dollar ,NEW YORK World stock markets fell on Monday as worries about softening demand for the iPhone dragged down shares of Apple Inc and persistent trade tensions between China and the United States sapped investor sentiment. | Video 
AAPL,Apple Inc,20181115,Apple partners with Oscar-winning movie studio A24 for feature films ,"Apple Inc  has inked a multi-year deal with A24  the studio behind Oscar-winning projects ""Moonlight"" and ""Amy""  a source familiar with the plans told Reuters  as the iPhone maker pushes deeper into original content and movies."
AAPL,Apple Inc,20181114,A matter of volume: threat from ascendant Chinese phones hangs over Apple ,SAN FRANCISCO A raft of profit warnings from Apple Inc  suppliers this week has fueled investor concerns that iPhone sales  in terms of volume  have hit a wall that could spell trouble for the company's plans to make services its main pillar of growth. | Video 
AAPL,Apple Inc,20181113,Qorvo joins other Apple suppliers in cutting forecast ,Apple supplier Qorvo Inc  cut its third-quarter forecast for profit and revenue on Tuesday  joining a handful of suppliers to the iPhone maker that have warned of an earnings  hit due to lower demand from a major customer.
AAPL,Apple Inc,20181112,Wall Street tumbles  S&P falls as much as 2 percent ,NEW YORK Wall Street's major indexes fell on Monday  with the S&P 500 sliding 2 percent  weighed by technology and financial stocks as shares of Apple Inc  and Goldman Sachs Group Inc  came under pressure.
AAPL,Apple Inc,20181111,Apple finds quality problems in some iPhone X and MacBook models ,Apple Inc said on Friday it had found some issues affecting some of its iPhone X and 13-inch MacBook Pro products and said the company would fix them free of charge.
AAPL,Apple Inc,20181110,UPDATE 1-Apple finds quality problems in some iPhone X and MacBook models ,Nov 9 Apple Inc said on Friday it had found some issues affecting some of its iPhone X and 13-inch MacBook pro products and said the company would fix them free of charge.
AAPL,Apple Inc,20181109,Amazon strikes deal with Apple to sell iPhones  iPads ,Amazon.com Inc  on Friday said it would carry more Apple Inc  products globally in time for the holiday shopping season  as the technology rivals put aside past differences to boost sales. | Video 
AAPL,Apple Inc,20181108,Apple supplier AAC Tech Q3 profit dives 29 pct ,HONG KONG  Nov 8 AAC Technologies Holdings Inc   an acoustic components supplier to Apple Inc   on Thursday reported a drop of 28.7 percent to 973 million yuan ($140.38 million) in quarterly net profit  dented by lacklustre iPhone sales volume growth.
AAPL,Apple Inc,20181107,Qualcomm forecast falls short as Apple sales disappear ,Qualcomm Inc  forecast sales revenue for the holiday shopping quarter below analysts' estimates on Wednesday as it took a hit from the loss of chip sales to Apple Inc   sending its shares down 3.4 percent.
AAPL,Apple Inc,20181106,Apple's Asia suppliers fall on report iPhone XR production boost canceled ,Apple Inc's  Asian supplier and assembler stocks fell on Tuesday on a media report that the iPhone maker had told its smartphone assemblers to halt plans for additional production lines dedicated to its new iPhone XR. | Video 
AAPL,Apple Inc,20181105,Apple cancels production boost for iPhone XR: Nikkei ,Apple Inc  has told its smartphone assemblers Foxconn and Pegatron  to halt plans for additional production lines dedicated to its new iPhone XR  the Nikkei financial daily reported https://s.nikkei.com/2PHPYWb on Monday.
AAPL,Apple Inc,20181104,RPT-India iPhone sales to fall for first time in four years-researcher ,BENGALURU  Nov 3 Apple's iPhone sales are set to dip by around a quarter in India's holiday season fourth quarter  putting them on course for the first full-year fall in four years  industry research firm Counterpoint said on Saturday.
AAPL,Apple Inc,20181103,India iPhone sales to fall for first time in four years-researcher ,BENGALURU  Nov 3 Apple's iPhone sales are set to dip by around a quarter in India's holiday season fourth quarter  putting them on course for the first full-year fall in four years  industry research firm Counterpoint said on Saturday.
AAPL,Apple Inc,20181102,US STOCKS-Wall St snaps three-day rally as Apple falls  trade optimism fades ,* Trump has not sought draft China trade plan -Kudlow on CNBC
AAPL,Apple Inc,20181101,Breakingviews - Apple’s pricey strategy carries risk ,NEW YORK (Reuters Breakingviews) - Apple’s pricey strategy carries risk. Making its new iPhones more expensive helped boost the tech giant’s revenue 20 percent in the latest quarter. Now Tim Cook is applying the same formula to the company’s Macs  iPads and accessories. But a growth warning suggests even Apple fans may have sticker shock.
AAPL,Apple Inc,20181031,Dialog bucks semiconductor gloom ahead of strategy update ,FRANKFURT  Oct 31 Dialog Semiconductor posted forecast-beating third-quarter results on Wednesday and gave an upbeat view for the year  even as Korean electronics giant Samsung Electronics cautioned that a two-year memory chip boom is over.
AAPL,Apple Inc,20181030,Apple spruces up Macs  iPad Pros and raises prices ,NEW YORK/SAN FRANCISCO Apple Inc  refreshed some of its lesser-known products at a New York event on Tuesday  adding iPhone features like facial recognition to the iPad Pro and faster processors and better displays to some Mac computers that had gone years without a major update. | Video 
AAPL,Apple Inc,20181027,Qualcomm says Apple $7 billion behind in royalty payments ,Qualcomm Inc  said in a court hearing on Friday that Apple Inc  is $7 billion behind in patent royalty payments to the mobile chip firm  which for years supplied parts for the iPhone.
AAPL,Apple Inc,20181024,Italian watchdog fines Apple  Samsung over software updates ,ROME Italy's anti-trust watchdog said on Wednesday it was fining Apple Inc  and Samsung Electronics Co Ltd  5 million euros ($5.7 million) each following complaints they used software updates to slow down their mobile phones.
AAPL,Apple Inc,20181023,Apple's Cook set to back strong privacy laws in Europe  U.S. at Brussels event ,BRUSSELS/SAN FRANCISCO Apple  Chief Executive Tim Cook is expected to praise new European privacy rules and to voice the company's support for strong laws in Europe and the United States to protect the use of data  according to prepared remarks for delivery at a Brussels event.
AAPL,Apple Inc,20181019,Apple CEO urges Bloomberg to retract spy chip story ,Apple Inc Chief Executive Tim Cook on Friday told an online news website that Bloomberg should retract a story that claimed Apple's internal computer systems had been infiltrated by malicious computer chips inserted by Chinese intelligence agents.
AAPL,Apple Inc,20181017,Apple gives U.S. users tool to see what data it has collected ,Apple Inc  on Wednesday rolled out an online tool to users in the United States and several other countries to download  change or delete all the data that the iPhone maker has collected on them. | Video 
AAPL,Apple Inc,20181016,Apple fails to move software patent case out of Texas ,Apple Inc on Tuesday lost a last-ditch bid to move a patent infringement case brought against it by software developer AGIS Inc out of the Eastern District of Texas.
AAPL,Apple Inc,20181015,Hip and knee surgeons to use Apple Watch to monitor patients ,Up to 10 000 Americans due to have hip or knee replacements will be able to funnel basic health data directly from their Apple Watches to their surgeons under a new app being tested by orthopedics company Zimmer Biomet.
AAPL,Apple Inc,20181014,Apple buys music analytics company Asaii: Axios ,Apple Inc has acquired music analytics start-up Asaii  Axios reported on Sunday  citing sources  in a bid to strengthen content recommendations to its music users.
AAPL,Apple Inc,20181011,Apple gets critical iPhone technology in $600 million Dialog deal ,SAN FRANCISCO/FRANKFURT Apple Inc  is taking control over the power-management technology at the heart of its iPhones in a $600 million deal with Dialog Semiconductor  that also secures the German-listed company's role as a supplier to the U.S. tech giant. | Video 
AAPL,Apple Inc,20181010,Apple plans to give original content for free to device owners: CNBC ,Apple Inc is planning a new digital video service that will provide original content free to its device owners  CNBC reported  on Wednesday  citing people familiar with the matter.
AAPL,Apple Inc,20181009,Google unveils new Pixel phone  adds tablet in Apple challenge ,SAN FRANCISCO Alphabet Inc's Google on Tuesday unveiled the third edition of its Pixel smartphone  a Google Home smart speaker with a display and its first tablet computer as it makes a come-from-behind push into hardware.
AAPL,Apple Inc,20181008,Apple tells Congress it found no signs of hacking attack ,SAN FRANCISCO Apple Inc's  top security officer told Congress on Sunday that it had found no sign of suspicious transmissions or other evidence that it had been penetrated in a sophisticated attack on its supply chain. | Video 
AAPL,Apple Inc,20181005,UK cyber security agency backs Apple  Amazon China hack denials ,LONDON/SAN FRANCISCO Britain's national cyber security agency said on Friday it had no reason to doubt the assessments made by Apple Inc and Amazon.com Inc challenging a Bloomberg report that their systems contained malicious computer chips inserted by Chinese intelligence services.
AAPL,Apple Inc,20181004,Apple  Amazon deny Bloomberg report on Chinese hardware attack ,Apple Inc  and Amazon.com Inc  denied a Bloomberg Businessweek report on Thursday that said their systems had been infiltrated by malicious computer chips inserted by Chinese intelligence agents.
AAPL,Apple Inc,20181002,Apple must defend against some claims over slow iPhones ,A U.S. judge on Monday rejected Apple Inc's bid to dismiss a lawsuit by consumers who said it quietly slowed down older models of iPhones just as it was launching newer models  to induce them to buy replacement phones or batteries.
AAPL,Apple Inc,20180927,US STOCKS-Apple  Amazon lead Wall St higher ,* Indexes up: 0.26 pct  S&P 0.44 pct  Nasdaq 0.82 pct (Updates to open)
AAPL,Apple Inc,20180926,Apple  Salesforce team up to bring Siri to more business apps ,SAN FRANCISCO Apple Inc  and Salesforce.com Inc  are entering a partnership in which the iPhone maker will help Salesforce build the iPhone maker's features such as its Siri voice assistant deeper into Salesforce's own mobile apps  which are widely used in the sales and marketing industries. | Video 
AAPL,Apple Inc,20180920,UPDATE 1-Taiwan Aug export orders show steady growth  those from US surge ,TAIPEI  Sept 20 Taiwan's export orders grew at a steady clip in August  including a surge for those from the United States  reflecting continued solid demand for electronic gadgets despite concerns about global growth due to the Sino-U.S. trade war.
AAPL,Apple Inc,20180918,Apple's new iPhones a slight notch above the X: reviewers ,The absence of a striking new feature left major tech blogs and newspapers lukewarm on the new XS range of Apple Inc's  iPhones in the first batch of reviews on Tuesday  although most praised the improvements to a wide range of standard features.
AAPL,Apple Inc,20180917,Trump slaps tariffs on $200 bln in Chinese goods  threatens $267 bln more ,WASHINGTON  Sept 17 U.S. President Donald Trump said on Monday he will impose 10 percent U.S. tariffs on about $200 billion worth of Chinese imports  but he spared smart watches from Apple and Fitbit Inc and other consumer products such as bicycle helmets and baby car seats.
AAPL,Apple Inc,20180914,LG Display picked as second OLED supplier for iPhones: Electronic Times ,SEOUL South Korea's LG Display has been chosen as a second supplier for organic light-emitting diode (OLED) screens for Apple's iPhones  the Electronic Times reported on Friday.
AAPL,Apple Inc,20180913,Wall Street rises with Apple  easing trade concerns ,NEW YORK Apple led a rebound in technology shares and boosted all three major U.S. stock indexes on Thursday  while trade worries eased after China welcomed new talks with the United States. | Video 
AAPL,Apple Inc,20180912,Dow  S&P 500 end up slightly after trade talk news; Apple slips ,NEW YORK The Dow and S&P 500 ended slightly higher on Wednesday after news of a fresh round of U.S.-China trade talks  while the Nasdaq fell following a decline in Apple as it unveiled larger iPhones but made just minor changes to its offerings. | Video 
AAPL,Apple Inc,20180911,US STOCKS SNAPSHOT-Wall St rises as Apple  energy stocks advance ,NEW YORK  Sept 11 U.S. stocks rose on Tuesday as Apple Inc led a jump in technology shares and a gain of more than 2 percent in oil prices drove up energy shares.
AAPL,Apple Inc,20180910,US STOCKS SNAPSHOT-S&P  Nasdaq move higher; Apple falls ,NEW YORK  Sept 10 U.S. stocks mostly edged higher on Monday  with the S&P 500 and Nasdaq rebounding to snap a four-day losing streak  although a drop in Apple Inc kept gains in check.
AAPL,Apple Inc,20180908,Trump tells Apple to make products in U.S. to avoid China tariffs ,U.S. President Trump tweeted on Saturday that Apple Inc  should make products inside the United States if it wants to avoid tariffs on Chinese imports.
AAPL,Apple Inc,20180907,Wall Street drops on tariff worries  with Apple in crosshairs ,NEW YORK Wall Street's major indexes fell on Friday as U.S. President Donald Trump raised the possibility of additional tariffs on Chinese imports and Apple Inc indicated that some of its products could be subjected to such levies. | Video 
AAPL,Apple Inc,20180906,Apple to provide online tool for police to request data: letter ,Apple Inc  plans to create an online tool for police to formally request data about its users and to assemble a team to train police about what data can and cannot be obtained from the iPhone maker  according to a company letter seen by Reuters.
AAPL,Apple Inc,20180904,Amazon touches $1 trillion  on pace to overtake Apple ,Amazon.com Inc  on Tuesday briefly joined Apple Inc  to become the second $1 trillion publicly listed U.S. company after its stock price more than doubled in a year as it grew rapidly in retail and cloud computing. | Video 
AAPL,Apple Inc,20180901,Apple self-driving car rear ended during road testing ,An Apple Inc  self-driving car was rear-ended while merging onto an expressway near the company's Silicon Valley headquarters this month  the company said in an accident report posted on Friday that confirmed the iPhone maker is still in the race to build autonomous vehicles. | Video 
AAPL,Apple Inc,20180831,UPDATE 2-Apple self-driving car rear ended during road testing ,Aug 31 An Apple Inc self-driving car was rear-ended while merging onto an expressway near the company's Silicon Valley headquarters this month  the company said in an accident report posted on Friday that confirmed the iPhone maker is still in the race to build autonomous vehicles.
AAPL,Apple Inc,20180830,Apple buys startup focused on lenses for AR glasses , (The story has been refiled to correct spelling of Microsoft HoloLens in final paragraph.)
AAPL,Apple Inc,20180822,Apple to gain unconditional EU approval for Shazam buy: sources ,BRUSSELS Apple  is set to win unconditional EU antitrust approval for its planned acquisition of British music discovery app Shazam  two people familiar with the matter said on Wednesday.
AAPL,Apple Inc,20180817,Apple reassures customers after Australian media reports hack by teen ,SYDNEY/SAN FRANCISCO Apple Inc  said on Friday no customer data was compromised after Australian media reported a teenager had pleaded guilty to hacking into its main computer network  downloading internal files and accessing customer accounts.
AAPL,Apple Inc,20180816,Australian teen sparks FBI action after hacking Apple -media ,SYDNEY  Aug 17 An Australian teenager has pleaded guilty to hacking into the main computer network of technology giant Apple Inc  downloading big internal files and accessing customer accounts  because he was a fan of the company  local media reported.
AAPL,Apple Inc,20180814,Berkshire boosts Goldman  Teva stakes; buys more Apple ,Warren Buffett's Berkshire Hathaway Inc  boosted its investments in Goldman Sachs Group Inc  and Israel's Teva Pharmaceutical Industries Ltd  during the second quarter and confirmed it has expanded its already huge bet on iPhone maker Apple Inc .
AAPL,Apple Inc,20180813,CORRECTED-Foxconn posts fall in Q2 net profit  lagging estimates ,TAIPEI  Aug 13 Taiwan's Foxconn  the world's top contract electronics maker and a key Apple supplier unexpectedly posted a 2.3 percent fall in quarterly net profit on Monday.
AAPL,Apple Inc,20180810,Apple asks federal judge to dismiss battery performance lawsuits ,Apple Inc is urging a federal judge to dismiss a class action alleging iPhone battery performance fraud  calling the defect claims baseless.
AAPL,Apple Inc,20180809,Apple says it is monitoring Infowars app for content violations ,Apple Inc said on Wednesday that an app belonging to popular conspiracy theorist Alex Jones remains in the company's mobile App Store because it has not been found to be in violation of any content policies. | Video 
AAPL,Apple Inc,20180806,Apple  YouTube  and others drop conspiracy theorist Alex Jones ,Apple Inc  Alphabet Inc's YouTube  Facebook Inc and Spotify all took down podcasts and channels from U.S. conspiracy theorist Alex Jones  saying on Monday that the Infowars author had broken community standards. | Video 
AAPL,Apple Inc,20180805,RPT-GRAPHIC-Race is on for second place after Apple's $1 trillion valuation , (Repeats Friday story with no changes to text)     By Noel Randewich     SAN FRANCISCO  Aug 3 Amazon  Microsoft  and Alphabet are locked in a tight race to become the second publicly-listed U.S. company to reach a $1 trillion stock market value after Apple became the first to touch the 13-digit milestone.     Wall Street's optimism about last year's 10th anniversary iPhone  coupled with record share buybacks  have propelled Apple's stock 34 percent higher over the past 12 months  pu
AAPL,Apple Inc,20180803,Race is on for second place after Apple's $1 trillion valuation ,SAN FRANCISCO Amazon   Microsoft  and Alphabet  are locked in a tight race to become the second publicly-listed U.S. company to reach a $1 trillion stock market value after Apple  became the first to touch the 13-digit milestone.
AAPL,Apple Inc,20180802,Man sues Apple over burns after iPhone battery explosion ,A South Carolina man has sued Apple Inc over burns and other injuries he claims he suffered after the battery of his iPhone 6 exploded while it was in his pocket.
AAPL,Apple Inc,20180801,Apple's ride to $1 trillion: The magic number that gets it there ,SAN FRANCISCO Apple Inc  updated its latest share count on Wednesday  putting the magic stock price at $207.04 that would make the iPhone maker the first publicly listed U.S. company valued at $1 trillion.
AAPL,Apple Inc,20180731,Apple buybacks eclipse value of most S&P 500 companies ,Apple Inc said on Tuesday it handed its shareholders $20 billion through share buybacks in the June quarter  bringing its tally this year to a record $43 billion and helping push its stock price to an all-time high.
AAPL,Apple Inc,20180725,UPDATE 3-Apple supplier LG Display slashes investment plans as losses mount ,* Q2 operating loss 228 bln won vs 247 bln won analysts f'cast
AAPL,Apple Inc,20180724,Fed Circuit sides with Apple  Google over 'abstract' patent infringement claims ,Apple Inc  Oath Inc and Alphabet Inc's Google on Friday won a ruling from a federal appeals court invalidating claims in a “pop up” computer notification patent they were accused of infringing.
AAPL,Apple Inc,20180720,Apple Watch  FitBit could feel cost of U.S. tariffs ,The latest round of U.S. tariffs on $200 billion of Chinese goods could hit the Apple Watch  health trackers  streaming music speakers and other accessories assembled in China  government rulings on tariffs show. | Video 
AAPL,Apple Inc,20180718,Amazon.com's stock market value hits $900 billion  threatens Apple ,SAN FRANCISCO Amazon.com's  stock market value reached $900 billion on Wednesday for the first time  marking a major milestone in its 21-year trajectory as a publicly listed company and threatening to dislodge Apple  as Wall Street's most valuable jewel. | Video 
AAPL,Apple Inc,20180713,Apple launches $300 million green energy fund in China ,SHANGHAI Apple Inc  will launch a $300 million clean energy fund in China  the firm said in a statement on Friday  working with its suppliers to invest in renewable energy projects that could power close to 1 million homes in the country.
AAPL,Apple Inc,20180712,Federal Circuit will not rehear Apple challenge to wireless data patent ,A federal appeals court on Thursday declined to reconsider a recent decision reinstating a patent infringement lawsuit against Apple Inc.
AAPL,Apple Inc,20180711,Mapping startup hires Apple computer vision expert ,SAN FRANCISCO Mapillary  a Malmö  Sweden-based map technology startup  has hired a computer vision expert away from Apple Inc  the company said Wednesday.
AAPL,Apple Inc,20180710,Taiwan's Foxconn posts 24 percent rise in June sales; sets second-quarter record ,TAIPEI Taiwan's Foxconn  the world's largest contract electronics manufacturer  on Tuesday said sales rose 24 percent in June  helping the Apple Inc  supplier post its best-ever second-quarter revenue.
AAPL,Apple Inc,20180709,House Republicans query Apple  Alphabet on privacy  data practices ,Four senior U.S. House Republicans sent letters on Monday to the chief executives of Apple Inc  and Google parent Alphabet Inc  asking questions about location data and mobile phone privacy practices and the handling of customer data.
AAPL,Apple Inc,20180629,Apple rebuilds mapping app  but will still tap TomTom ,Apple Inc is rebuilding the widely used mapping application on its iPhones from the ground up with its own dataset  but Amsterdam-based TomTom NV will continue to be a data provider for Apple's maps app  Cupertino  California-based Apple told Reuters on Friday.
AAPL,Apple Inc,20180627,Apple  Samsung settle U.S. patent dispute ,"Apple Inc and Samsung Electronics Co Ltd on Wednesday settled a seven-year patent dispute over Apple's allegations that Samsung violated its patents by ""slavishly"" copying the design of the iPhone."
AAPL,Apple Inc,20180620,Sesame Workshop to create new children's TV shows for Apple ,LOS ANGELES Apple Inc has ordered multiple live-action and animated series from Emmy award-winning children's television producer Sesame Workshop  a source close to the agreement said on Wednesday.
AAPL,Apple Inc,20180619,Apple CEO to advocate end to 'inhumane' immigrant children separation:  Irish Times ,"DUBLIN Apple  Chief Executive Tim Cook has described the separation of children from immigrant parents at the U.S.-Mexico border as ""inhumane"" and promised to be a ""constructive voice"" in seeking to end the issue  the Irish Times newspaper reported."
AAPL,Apple Inc,20180618,U.S. top court mulls Apple's App Store commissions in antitrust case ,WASHINGTON The U.S. Supreme Court on Monday agreed to take up Apple Inc's bid to escape a lawsuit accusing it of breaking federal antitrust laws by monopolizing the market for iPhone software applications and causing consumers to pay more than they should. | Video 
AAPL,Apple Inc,20180615,Apple  Qualcomm battle over possible ban on some U.S. iPhone imports ,The staff of the U.S. International Trade Commission on Friday recommended that a trade judge find that Apple Inc  infringed at least one of Qualcomm Inc's  patents  a move that could lead to blocking the import of some iPhones.
AAPL,Apple Inc,20180614,Apple to undercut popular law-enforcement tool for cracking iPhones ,SAN FRANCISCO Apple Inc  said on Wednesday it will change its iPhone settings to undercut the most popular means for law enforcement to break into the devices. | Video 
AAPL,Apple Inc,20180613,UPDATE 2-Apple to undercut popular law-enforcement tool for cracking iPhones ,SAN FRANCISCO  June 13 Apple Inc said on Wednesday it will change its iPhone settings to undercut the most popular means for law enforcement to break into the devices.
AAPL,Apple Inc,20180608,Apple to make 20 percent fewer new model iPhones this year: Nikkei ,Apple Inc  expects to ship 80 million new model iPhones this year  down 20 percent from what it had planned at the same time last year  Japanese financial daily Nikkei reported on Friday  citing industry sources.
AAPL,Apple Inc,20180606,FOCUS-Foxconn looks for its next act but faces risks as it diversifies ,* Foxconn signals it making push into its own branded products
AAPL,Apple Inc,20180604,Apple issues new App Store rules aimed at streaming PC-based games ,June 4 Apple Inc on Monday issued new review guidelines for its lucrative App Store platform  after it moved to block plans by Steam  the biggest distributor of PC-based video games  to extend its reach into iPhones and iPads.
AAPL,Apple Inc,20180601,Apple declines invite to EU hearing  cites appeal against EU tax order ,* Company expects court hearing on EU tax order in near future
AAPL,Apple Inc,20180531,Apple cuts smartphone power chip orders from Dialog Semiconductor ,FRANKFURT Dialog Semiconductor said Apple now planned to source the main power management chips (PMICs) for one of its three new iPhone models from two suppliers instead of just from the German chipmaker.
AAPL,Apple Inc,20180529,Apple said to have chosen OLED for new iPhones; Japan Display shares plunge ,TOKYO/SEOUL Apple Inc has decided to use OLED screens in all three new iPhone models planned for next year  according to South Korea's Electronic Times - a report that sent shares in Japan Display tumbling 10 percent. | Video 
AAPL,Apple Inc,20180525,Tesla hires new chief financial officer for China ,Tesla Inc  on Friday announced a number of key executive hires including former GE and General Motors executive James Zhou as its China CFO and Neeraj Manrao  a former Apple executive  as director of energy manufacturing.
AAPL,Apple Inc,20180524,UPDATE 2-U.S. jury awards Apple $539 mln in Samsung patent retrial ,May 24 After nearly five days of deliberations  a U.S. jury on Thursday said Samsung Electronics Co Ltd should pay $539 million to Apple Inc for copying patented smartphone features  according to court documents  bringing a years-long feud between the technology companies into its final stages.
AAPL,Apple Inc,20180523,BRIEF-Apple Says Will Offer $50 Credit To Those Who Paid For Battery Replacements On Iphone 6 Or Later ,* APPLE OFFERING $50 CREDIT TO CUSTOMERS WHO PAID FOR OUT-OF-WARRANTY BATTERY REPLACEMENT FOR IPHONE 6 OR LATER DEVICES BETWEEN JAN 1  2017 AND DEC 28 Source text :(https://apple.co/2x5pTZ8) Further company coverage:
AAPL,Apple Inc,20180522,BRIEF-Hearing Date Set In ParkerVision's Patent Infringement Case Against Qualcomm And Apple ,* HEARING DATE SET IN PARKERVISION’S PATENT INFRINGEMENT CASE AGAINST QUALCOMM AND APPLE
AAPL,Apple Inc,20180516,Berkshire doubles Teva stake  adds to Apple  ends a newspaper bet ,Warren Buffett's Berkshire Hathaway Inc  on Tuesday said it has more than doubled its investment in generic drugmaker Teva Pharmaceutical Industries Ltd   and confirmed it has become Apple Inc's  second-largest shareholder.
AAPL,Apple Inc,20180515,BRIEF-Appaloosa Dissolves Share Stake In Apple Inc ,* APPALOOSA LP DISSOLVES SHARE STAKE IN APPLE INC - SEC FILING
AAPL,Apple Inc,20180514,Apple is almost a $1 trillion company  but watch out for Amazon ,SAN FRANCISCO Apple is on the verge of becoming the first $1 trillion publicly listed U.S. company  but even if it gets there  it could soon be overtaken as Amazon.com surges from behind. | Video 
AAPL,Apple Inc,20180510,Goldman Sachs  Apple to launch joint credit card: WSJ ,Goldman Sachs  and Apple Inc  are preparing to launch a joint credit card  the Wall Street Journal reported https://www.wsj.com/articles/goldman-sachs-apple-team-up-on-new-credit-card-1525965387 on Thursday.
AAPL,Apple Inc,20180507,BRIEF-Apple Says Court Entered Order For Preliminary Approval Of Settlement Of In Re Apple E-Book Derivative Litigation Case No. 1-14-Cv-269543 ,* APPLE - ON APRIL 30  COURT ENTERED ORDER FOR PRELIMINARY APPROVAL OF SETTLEMENT OF IN RE APPLE INC E-BOOK DERIVATIVE LITIGATION CASE NO. 1-14-CV-269543
AAPL,Apple Inc,20180506,Apple and Buffett saw value  and acted ,SAN FRANCISCO Apple Inc  was not the only one to leap on a chance to buy its stock at a fat discount last quarter as Warren Buffett stepped in to scoop up an additional 75 million shares for Berkshire Hathaway  at the same time.
AAPL,Apple Inc,20180505,Buffett owns 5 percent of Apple. He'd like to own more ,OMAHA  Neb. Warren Buffett said he would be happy if his conglomerate Berkshire Hathaway Inc owned more than 5 percent of Apple Inc's stock  including if the iPhone maker bought back more of its shares.
AAPL,Apple Inc,20180504,U.S. stocks gain 1 percent led by tech gains; oil prices jump ,NEW YORK U.S. stocks jumped more than 1 percent on Friday  helped by Apple and other technology shares and by weaker-than-expected jobs data that eased interest rate worries  while U.S. oil prices hit their highest in more than three years.
AAPL,Apple Inc,20180503,Apple supplier Skyworks sees hit from smartphone weakness  ZTE ban ,Apple supplier Skyworks Solutions Inc  forecast current-quarter revenue below estimates on Thursday as global smartphone demand slows and U.S. restrictions on customer ZTE weigh  overshadowing better-than-expected second-quarter results.
AAPL,Apple Inc,20180502,GLOBAL MARKETS-U.S. stocks fall  dollar climbs late after Fed statement ,* Apple shares rise  day after results (Recasts with U.S. stocks fall; updates U.S. markets closing levels)
AAPL,Apple Inc,20180501,Breakingviews - Apple is bumping up against iPhone limits ,NEW YORK (Reuters Breakingviews) - Apple is bumping up against its iPhone limits. The smartphone market is mature  and soft demand for the $1 000-plus X model suggests the company led by Tim Cook has maxed out on pricing. The company’s just-ended quarter - revenue rose 16 percent to $61.1 billion - shows Apple can still sell a lot of phones and more accessories and services. And a robust balance sheet means it plans to repurchase another $100 billion in shares and increase the dividend. But the 
AAPL,Apple Inc,20180430,Breakingviews - Apple may double capital returned to investors ,NEW YORK (Reuters Breakingviews) - Memories of Apple nearly going bankrupt in the mid-1990s scared Steve Jobs and his colleagues. Now worth some $840 billion  it has kept an absurdly conservative balance sheet for two decades. Apple returned about $50 billion to shareholders last fiscal year through share buybacks and dividends. Yet the company  whose free cash flow more than replenishes that every year  still had over $160 billion of net cash last quarter. Doubling the payout for three years wo
