company,date,time
Amazon.com Inc (AMZN),2019-03-04,On Amazon  a Qanon conspiracy book climbs the charts — with an algorithmic push
Amazon.com Inc (AMZN),2019-03-04,Has Amazon Given Up on Changing Whole Foods' Pricey Image?
Amazon.com Inc (AMZN),2019-03-04,How Amazon Plans to Completely Dominate the Grocery Industry
Amazon.com Inc (AMZN),2019-03-06,Amazon Is Closing Pop-Up Stores  as Its Retail Strategy Evolves
Amazon.com Inc (AMZN),2019-03-06,Brainstorm Health: Amazon JPM Berkshire Name  Special K Nasal Spray  Bristol-Myers Celgene Deal
Amazon.com Inc (AMZN),2019-03-06,Stocks Moving After Hours: Barnes & Noble  Rosetta Stone  American Eagle  GE
Amazon.com Inc (AMZN),2019-03-06,Trump rose on Forbes richest list as other billionaires slipped
Amazon.com Inc (AMZN),2019-03-06,Amazon  Berkshire  JPMorgan healthcare company to be called Haven
Amazon.com Inc (AMZN),2019-03-06,The Wall Street Journal: Amazon to close all 87 of its U.S. pop-up stores
Amazon.com Inc (AMZN),2019-03-06,Amazon's joint health-care venture finally has a name: Haven
Amazon.com Inc (AMZN),2019-03-06,Barnes & Noble drops lower on Amazon bookstore report
Amazon.com Inc (AMZN),2019-03-06,Amazon to reportedly close all of its 87 pop-up stores in the US beginning in April
Amazon.com Inc (AMZN),2019-03-06,Amazon closing all U.S. pop-ups - WSJ
Amazon.com Inc (AMZN),2019-03-07,Brazil sends expedition to protect isolated Amazon tribe
Amazon.com Inc (AMZN),2019-03-07,Capitol Report: Pelosi and her allies get exasperated with freshmen Democrats | Amazon ramps up lobbying efforts
Amazon.com Inc (AMZN),2019-03-07,Amazon's Third-Party Marketplace Is Worth Twice as Much as Its Own Retail Operations
Amazon.com Inc (AMZN),2019-03-07,Amazon spent record $14.2M lobbying in 2018 - report
Amazon.com Inc (AMZN),2019-03-07,Stocks - Kroger Plunges in Premarket  American Eagle Outfitters  Allergan Drop
Amazon.com Inc (AMZN),2019-03-07,EU investigates Luxembourg's tax treatment of packaging firm Huhtamaki
Amazon.com Inc (AMZN),2019-03-07,Top 5 Things to Know in The Market on Thursday
Amazon.com Inc (AMZN),2019-03-06,Why Amazon's New Grocery Ambitions Could Be a Mistake
Amazon.com Inc (AMZN),2019-03-06,Amazon to close U.S. pop-up stores  focus on opening more book stores
Amazon.com Inc (AMZN),2019-03-06,Amazon Is Closing 87 Pop-Up Shops but Has Other Brick-and-Mortar Plans
Amazon.com Inc (AMZN),2019-03-06,Kroger Has More Than Just an Amazon Problem
Amazon.com Inc (AMZN),2019-03-06,The Number One: Amazon and the Trump Organization are at opposite ends of this reputation poll
Amazon.com Inc (AMZN),2019-03-06,U.S. Democrats unveil legislation to reinstate net neutrality rules
Amazon.com Inc (AMZN),2019-03-06,Key Words: ‘What a crock of shit ’ says Sam Zell on CNBC after Democrat Meeks details his support for Amazon HQ2 in New York
Amazon.com Inc (AMZN),2019-03-06,Tesla's bull case stands on shaky ground
Amazon.com Inc (AMZN),2019-03-06,France targets Google  Amazon and Facebook with 3% digital tax
Amazon.com Inc (AMZN),2019-03-06,France Hits Google and Amazon With New Digital Tax to ‘Restore Fiscal Justice’
Amazon.com Inc (AMZN),2019-03-05,Keeping up with Kylie: Jenner is world's youngest billionaire
Amazon.com Inc (AMZN),2019-03-05,Conservatives target Ocasio-Cortez's 'Green New Deal' in New York billboards
Amazon.com Inc (AMZN),2019-03-05,For Your Consideration  Amazon and Netflix Will Spend Millions to Woo Emmy Voters This Year
Amazon.com Inc (AMZN),2019-03-04,Stocks - Dow Ends Lower Amid Doubts Trade Deal Will Revive Global Growth
Amazon.com Inc (AMZN),2019-03-04,CFRA says Amazon could disrupt smart homes
Amazon.com Inc (AMZN),2019-03-04,The Ratings Game: Amazon will dominate the smart-home market next  according to this analyst
Amazon.com Inc (AMZN),2019-03-04,The Ratings Game: Amazon will dominate the smart home market next  according to this analyst
Amazon.com Inc (AMZN),2019-03-04,Democrats to push to reinstate repealed 'net neutrality' rules
Amazon.com Inc (AMZN),2019-03-04,Office Depot and Alibaba team up to tap small and medium businesses
Amazon.com Inc (AMZN),2019-03-04,Amazon bucks Monday trend by rising enough to leapfrog Apple in market-cap ranks
Amazon.com Inc (AMZN),2019-03-04,Amazon's online data use has been 'less dangerous' than Facebook: Tech investor Roger McNamee
Amazon.com Inc (AMZN),2019-03-04,Stocks making the biggest moves midday: Kraft Heinz  Amazon  Bed Bath & Beyond & more
Amazon.com Inc (AMZN),2019-03-04,Amazon's stock surge propels company past Apple to No. 2 on list of most valuable U.S. companies
Amazon.com Inc (AMZN),2019-03-04,Stocks - Wall Street Rises as Trade Deal More Likely
Amazon.com Inc (AMZN),2019-03-04,Amazon stock looks cheap if investors look at profit growth  analyst says
Amazon.com Inc (AMZN),2019-03-04,Stocks - Tesla  AT&T  Amazon  Facebook Rise in Premarket 
Amazon.com Inc (AMZN),2019-03-04,Evercore raises Amazon on gross profit potential
Amazon.com Inc (AMZN),2019-03-04,Amazon coming in big with new grocery store concept
Amazon.com Inc (AMZN),2019-03-04,How Amazon Taught the Echo Auto to Hear You in a Noisy Car
Amazon.com Inc (AMZN),2019-03-04,Amazon Kills-Off the Dash Button in Favor of Virtual Reordering
Amazon.com Inc (AMZN),2019-03-04,Stocks - U.S. Futures Rise as U.S.-China Near Trade Deal  
Amazon.com Inc (AMZN),2019-03-04,Google rejects Australian regulator's call for scrutiny  denies market power
Amazon.com Inc (AMZN),2019-03-04,France's tax on tech giants like Google and Amazon could bring in $570 million per year
Amazon.com Inc (AMZN),2019-03-03,Amazon’s Hard Bargain Extends Far Beyond New York
Amazon.com Inc (AMZN),2019-03-03,Emboldened by Bolsonaro  armed invaders encroach on Brazil's tribal lands
Amazon.com Inc (AMZN),2019-03-03,When Will Amazon Launch Its Bank?
Amazon.com Inc (AMZN),2019-03-03,French tax on internet giants could yield 500 million euros per year: Le Maire
Amazon.com Inc (AMZN),2019-03-03,Amazon Bets on an Empathetic Alexa
Amazon.com Inc (AMZN),2019-03-02,Cuomo appears to believe a New York ‘HQ2’ location for Amazon is still possible
Amazon.com Inc (AMZN),2019-03-02,Amazon's year-long publicity blitz for HQ2 has backfired
Amazon.com Inc (AMZN),2019-03-02,Facebook sues over sales of fake accounts  likes and followers
Amazon.com Inc (AMZN),2019-03-02,3 Things Under the Radar This Week
Amazon.com Inc (AMZN),2019-03-01,Amazon to Launch New Grocery Chain
Amazon.com Inc (AMZN),2019-03-01,Competitors' Shares Tumble On Report Amazon To Open New Grocery Chain
Amazon.com Inc (AMZN),2019-03-01,Adam Schiff calls Amazon's anti-vaccine content 'direct threat to public health' in letter to Bezos
Amazon.com Inc (AMZN),2019-03-01,Weis Markets dips after Amazon report
Amazon.com Inc (AMZN),2019-03-01,Washington Governor Inslee's White House bid to focus on climate change
Amazon.com Inc (AMZN),2019-03-01,Amazon’s Dash buttons may be gone  but it’s getting even easier to spend your money
Amazon.com Inc (AMZN),2019-03-01,Amazon plans new grocery chain - report
Amazon.com Inc (AMZN),2019-03-01,Grocery store stocks take a beating on report that Amazon will launch its own chain of supermarkets
Amazon.com Inc (AMZN),2019-03-01,Lyft plans to spend $300 million on Amazon Web Services through 2021
Amazon.com Inc (AMZN),2019-03-01,Is Amazon Finally Getting Serious About Counterfeit Goods?
Amazon.com Inc (AMZN),2019-03-01,New York Leaders Pen Open Letter Asking to Bring Amazon HQ2 Back to Queens
Amazon.com Inc (AMZN),2019-03-01,After Cuomo’s Calls to Amazon  a Flurry of Conversations to Rally Support
Amazon.com Inc (AMZN),2019-03-01,Amazon Wants Brands to Fight Fake Products Themselves
Amazon.com Inc (AMZN),2019-03-01,Amazon’s Twitch Hopes Its New Karaoke Platform Will Garner a Fortnite-Sized Following
Amazon.com Inc (AMZN),2019-03-01,Amazon plans new grocery-store business: WSJ
Amazon.com Inc (AMZN),2019-03-01,Stocks - S&P Closes Above 2 800 for First Time Since November
Amazon.com Inc (AMZN),2019-03-01,Brainstorm Health: Teva CEO Interview  Amazon and Anti-Vaxxers  Philippines Vs Sanofi
Amazon.com Inc (AMZN),2019-03-01,Tesla enters uncharted territory after move to dismantle store network
Amazon.com Inc (AMZN),2019-03-01,NYC's $38 Billion of Debt Raised as Wall Street's Sway Wanes
Amazon.com Inc (AMZN),2019-03-01,The Wall Street Journal: Amazon to open grocery stores across the country
Amazon.com Inc (AMZN),2019-03-01,Amazon May Launch a New Chain of Grocery Stores
Amazon.com Inc (AMZN),2019-03-01,NYC deputy mayor suggests  if women ran companies like Amazon  the HQ2 deal might have survived
Amazon.com Inc (AMZN),2019-03-01,With Scheduled Delivery  Amazon Moves Beyond Just Speed
Amazon.com Inc (AMZN),2019-03-01,New York leaders wrote an open letter to Jeff Bezos asking him to bring Amazon HQ2 back to Queens
Amazon.com Inc (AMZN),2019-03-01,Why Amazon May Pay No Federal Income Taxes This Year
Amazon.com Inc (AMZN),2019-03-01,Dell beats revenue estimates in first report as public company
Amazon.com Inc (AMZN),2019-03-01,Amazon Prime Deliveries Once a Week as a Means to Help Environment
Amazon.com Inc (AMZN),2019-03-01,‘Amazon Day’ Shipping Option Aims to Reduce Deliveries and CO2 Emissions
Amazon.com Inc (AMZN),2019-03-01,Amazon stops selling Dash buttons
Amazon.com Inc (AMZN),2019-03-01,Cuomo attempts bringing Amazon HQ2 back to NY
Amazon.com Inc (AMZN),2019-02-28,Amazon's Project Zero Aims to Help Brands Target Scammers
Amazon.com Inc (AMZN),2019-02-28,Amazon Web Services CEO: We're a $30 billion revenue run rate business in the 'early stages'
Amazon.com Inc (AMZN),2019-02-28,The Wall Street Journal: Cuomo urges Amazon to rethink its decision to ditch New York expansion
Amazon.com Inc (AMZN),2019-02-28,Brainstorm Health: MeToo in Medicine  Livongo Amazon Tool  HIV Progress
Amazon.com Inc (AMZN),2019-02-28,Now Amazon Is Nixing a Seattle Expansion  Too
Amazon.com Inc (AMZN),2019-02-28,Cuomo Speaks With Bezos  Furiously Trying to Win Back Amazon
Amazon.com Inc (AMZN),2019-02-28,Gov. Cuomo reportedly pleaded to Jeff Bezos to bring Amazon HQ2 back to New York
Amazon.com Inc (AMZN),2019-02-28,General Motors’ Executive Shuffle: 2 Top Execs Are Leaving—One Might Go to Amazon
Amazon.com Inc (AMZN),2019-02-28,Amazon hires GM global manufacturing chief
Amazon.com Inc (AMZN),2019-02-28,GM global manufacturing chief will reportedly join Amazon
Amazon.com Inc (AMZN),2019-02-28,J.C. Penney fourth-quarter results beat estimates  shares surge 31 percent
Amazon.com Inc (AMZN),2019-02-27,Amazon tapped a company veteran to lead its new pharmacy business  including PillPack
Amazon.com Inc (AMZN),2019-02-27,Facebook Watch to broadcast El Clasico live and free in India
Amazon.com Inc (AMZN),2019-02-27,Spotify steps into crowded Indian market
Amazon.com Inc (AMZN),2019-02-27,Best Buy shares surge 16 percent on upbeat profit view  robust holiday quarter
Amazon.com Inc (AMZN),2019-02-27,U.S. supports France's G7 push for minimum corporate taxation: Mnuchin
Amazon.com Inc (AMZN),2019-02-27,Amazon  Comcast  EA in bidding for stake in Nexon
Amazon.com Inc (AMZN),2019-02-27,JBG Smith gives stock awards tied to closing Amazon deals
Amazon.com Inc (AMZN),2019-02-27,Norway wealth fund shrugs off Brexit  plans rise in UK investments
Amazon.com Inc (AMZN),2019-02-27,ITV  BBC to team up for 'BritBox' on-demand TV streaming service
Amazon.com Inc (AMZN),2019-02-27,Ahold says on course to meet U.S. online sales growth targets
Amazon.com Inc (AMZN),2019-02-28,Amazon Day will let Prime members choose which day of the week they want to receive packages
Amazon.com Inc (AMZN),2019-02-28,Amazon gives brands counterfeit deletion power
Amazon.com Inc (AMZN),2019-02-28,New Jersey and Brooklyn offer glimpses of what might have been for Amazon in Queens
Amazon.com Inc (AMZN),2019-02-28,Amazon is putting its counterfeit problem in brands' hands by letting them delete knock-offs
Amazon.com Inc (AMZN),2019-02-28,Amazon launches weekly Prime delivery option
Amazon.com Inc (AMZN),2019-02-28,Amazon Is Developing Services to Help Kill Off Counterfeit Product Sales
Amazon.com Inc (AMZN),2019-02-28,Accenture  Mastercard  Amazon Web Services Partner for Farming and Supply Chain Sustainability
Amazon.com Inc (AMZN),2019-02-28,Amazon didn't kill the retail trade. Here's the proof  says expert
Amazon.com Inc (AMZN),2019-02-28,Future Retail to operate 7-Eleven's foray into India
Amazon.com Inc (AMZN),2019-02-28,Does Amazon Acquiring Eero Matter? Yes  Yes It Does
Amazon.com Inc (AMZN),2019-02-27,Swiss Blockchain Hackathon in June Includes Partnerships With PwC  Amazon Web Services
Amazon.com Inc (AMZN),2019-02-27,FedEx partners with Walmart  Pizza Hut to test last-mile delivery robot
Amazon.com Inc (AMZN),2019-02-27,Walmart Wants a Piece of Amazon's Blockbuster Advertising Growth
Amazon.com Inc (AMZN),2019-02-27,Amazon  Comcast  Electronic Arts submit bids for Nexon holding firm-Maeil report
Amazon.com Inc (AMZN),2019-02-27,Amazon pulls back Seattle expansion
Amazon.com Inc (AMZN),2019-02-27,J.C. Penney pulls plug on clothing subscription service
Amazon.com Inc (AMZN),2019-02-27,Rakuten's all-cloud mobile network goes down a storm in Barcelona
Amazon.com Inc (AMZN),2019-02-27,Amazon reportedly pulls plans to expand into new Seattle skyscraper after scrapping NYC headquarters
Amazon.com Inc (AMZN),2019-02-27,M&S food to go online in $2 billion Ocado joint venture
Amazon.com Inc (AMZN),2019-02-27,Amazon chooses head for pharma initiative - CNBC
Amazon.com Inc (AMZN),2019-02-26,After Amazon's Echo  Apple Music Might Be Coming to Google Home
Amazon.com Inc (AMZN),2019-02-26,Cedars-Sinai Hospital is Using Amazon Alexa in Patient’s Hospital Rooms
Amazon.com Inc (AMZN),2019-02-26,MongoDB shares plunge on concerns that Lyft could be moving to rival Amazon service
Amazon.com Inc (AMZN),2019-02-26,Walmart seeks ad business boost in fight with Amazon
Amazon.com Inc (AMZN),2019-02-26,Amazon to Acquire eero. Why It Matters.
Amazon.com Inc (AMZN),2019-02-26,Costco Is Loved by Shoppers—Even More Than Amazon
Amazon.com Inc (AMZN),2019-02-26,'Cold  snowy  wet': Home Depot suffers as winter hits house makeovers
Amazon.com Inc (AMZN),2019-02-26,ECB determined to push forward its payment system: Mersch
Amazon.com Inc (AMZN),2019-02-26,Amazon Adds Former PepsiCo Chief Indra Nooyi to Its Board of Directors
Amazon.com Inc (AMZN),2019-02-26,Macy's Shares Jump 3% on New Restructuring Plan  2019 Outlook
Amazon.com Inc (AMZN),2019-02-26,Top 5 Things to Know in The Market on Tuesday
Amazon.com Inc (AMZN),2019-02-26,In the Daily: Bitcoin Cash on Amazon Show  Bitwarden  Coinbin  Huobi Australia
Amazon.com Inc (AMZN),2019-02-26,EU weighs new rules on payments in challenge to Visa  Mastercard
Amazon.com Inc (AMZN),2019-02-25,Amazon to offer more than 1 000 apprenticeships in Britain
Amazon.com Inc (AMZN),2019-02-25,Warren Buffett says Berkshire overpaid for Kraft Heinz
Amazon.com Inc (AMZN),2019-02-25,Amazon adds former PepsiCo CEO Indra Nooyi to board
Amazon.com Inc (AMZN),2019-02-25,Former Pepsi CEO Nooyi elected to Amazon board
Amazon.com Inc (AMZN),2019-02-25,Amazon names former Pepsi CEO Indra Nooyi as new board member
Amazon.com Inc (AMZN),2019-02-25,Amazon names Pepsi vet to board
Amazon.com Inc (AMZN),2019-02-25,Pentagon review into Amazon bias delays JEDI
Amazon.com Inc (AMZN),2019-02-25,How U.S. retailers turn their bane into boon with 'click and collect'
Amazon.com Inc (AMZN),2019-02-25,A Foolish Take: Amazon Will Control 47% of the E-Commerce Market This Year
Amazon.com Inc (AMZN),2019-02-25,Accenture working with Amazon  Mastercard
Amazon.com Inc (AMZN),2019-02-25,India's foreign direct investment inflows fall amid pre-election uncertainty
Amazon.com Inc (AMZN),2019-02-25,17 cool things Business Insider readers are buying on Amazon right now — some of which really surprised us
Amazon.com Inc (AMZN),2019-02-25,Target is inviting retailers to its website as it tries to catch up with Walmart and Amazon online
Amazon.com Inc (AMZN),2019-02-25,RBC sees $5B India headwind for Amazon
Amazon.com Inc (AMZN),2019-02-25,Jeff Reeves's Strength in Numbers: Why buying Walmart stock over Amazon is a better bet now
Amazon.com Inc (AMZN),2019-02-25,India's new draft rules for e-commerce make it harder for Amazon and Walmart
Amazon.com Inc (AMZN),2019-02-24,Two bodies recovered after Amazon cargo plane crashes into Texas bay
Amazon.com Inc (AMZN),2019-02-23,India proposes new e-commerce regulations with focus on data rules
Amazon.com Inc (AMZN),2019-02-23,JD.com Helps Amazon's Biggest Japanese Rival Launch Drone Deliveries
Amazon.com Inc (AMZN),2019-02-23,Why giants like Amazon are so interested in space  according to the former head of the European Space Agency
Amazon.com Inc (AMZN),2019-02-23,Microsoft workers demand it drop $480 million U.S. Army contract
Amazon.com Inc (AMZN),2019-02-22,'Too early' to tell if Ocasio-Cortez will help New York: Governor Cuomo
Amazon.com Inc (AMZN),2019-02-22,Trump's fight against Amazon is looking bleak as a major USPS partner ditches the postal office for the e-commerce behemoth
Amazon.com Inc (AMZN),2019-02-22,Branson's Virgin Galactic takes another step toward space tourism
Amazon.com Inc (AMZN),2019-02-22,Trump called Amazon's abrupt New York HQ2 cancellation a 'big loss' and blamed the 'radical left' for the outcome (AMZN)
Amazon.com Inc (AMZN),2019-02-22,21 of the most interesting and practical things you can buy on Amazon for under $25 right now
Amazon.com Inc (AMZN),2019-02-22,Trump administration denying  delaying more foreign skilled-worker requests
Amazon.com Inc (AMZN),2019-02-22,"Trump calls Amazon's HQ2 ""big loss"" for NYC"
Amazon.com Inc (AMZN),2019-02-22,Trump: Amazon's decision to pull HQ2 is 'a big loss for New York City'
Amazon.com Inc (AMZN),2019-02-22,UnitedHealth Loses Case to the Health Venture Begun by Amazon  Berkshire-Hathaway and JPMorgan Chase
Amazon.com Inc (AMZN),2019-02-22,Woody Allen Signs Spanish Movie Deal Weeks After Filing $68 Million Lawsuit Against Amazon
Amazon.com Inc (AMZN),2019-02-22,U.S. judge will not block Amazon-Berkshire-JPMorgan health venture's new hire
Amazon.com Inc (AMZN),2019-02-22,Stamps.com Crashes 50% Midday After Post Office Breakup 
Amazon.com Inc (AMZN),2019-02-22,You Can Buy a $90 000 Drone at Amazon.com
Amazon.com Inc (AMZN),2019-02-22,Amazon Is the Third Digital Ad Platform in US: eMarketer
Amazon.com Inc (AMZN),2019-02-22,Stamps.com threw USPS under the bus and cratered 50% because it's betting big on Amazon shipping
Amazon.com Inc (AMZN),2019-02-22,Amazon  Google Fighting to Win $80 Billion Voice Commerce Market
Amazon.com Inc (AMZN),2019-02-22,Walmart  Not Amazon  Was the Retail Disruptor in 2018
Amazon.com Inc (AMZN),2019-02-22,Labor’s Hard Choice in Amazon Age: Play Along or Get Tough
Amazon.com Inc (AMZN),2019-02-22,Amazon's China unit is reportedly considering a merger. That's 'too little too late ' expert says
Amazon.com Inc (AMZN),2019-02-21,Amazon Is Taking a Play Out of Netflix's Book for Prime Video
Amazon.com Inc (AMZN),2019-02-21,Digital shopping app JOOM targets France in challenge to Amazon
Amazon.com Inc (AMZN),2019-02-21,Court documents give insight into plans of Amazon  JP Morgan  Berkshire Hathaway health venture
